Number,Year,Genre,Source,Sentence,Syntax,Contrast,Position,Other,Local,Licensor.category,Licensor,Note,Note2,Syntax2,Contrast2
453,1994,SPOK,NPR_ATC ,"world we expected to even have someone put out a record by us, much less have the response that we we've had ZWERDLING Well, I'd love to",VP,VP,final,NA,0,NEC,NA,NA,NA,VP,VP
454,1994,SPOK,NPR_Weekend ,"towns in Bosnia such as Stolac are not even allowing Moslems to return, much less participate politically. The leader of the Moslem party in Bugojno, Javid Marcel sp",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
455,1994,FIC,ContempFic ,"in ten years someone will want to reach for one of my books, much less want to rummage around in my house, which by then will have burned maybe",VP,SC,final,repetition,0,NEC,NA,NA,NA,VP,SC
457,1994,FIC,ArkansasRev ,"I was having enough trouble trying to stand on my own two feet, much less trying to get him out of that tub. # "" After awhile, I",VP,VP,final,NA,0,Noun,trouble,NA,NA,VP,VP
458,1994,FIC,ArkansasRev ,"realized I wasn't going to get myself out of the tub either, much less get Tom out, and right away I knew I'd made a big mistake",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
460,1994,FIC,Bk:ProudFree ,""" he promised at last, unable to admit that he needed her, much less admit to the tender feelings stirring awake inside him. "" Thank you, """,VP,SC,final,repetition,0,Adj,unable,NA,NA,VP,SC
461,1994,MAG,Ms ,"lesbian women writers in my life earn barely enough to pay their rent, much less buy the time they need to write the books I want to read. We",VP,VP,final,NA,1,Adj,barely,NA,NA,VP,VP
462,1994,MAG,HarpersMag ,"word "" Whitewater "" might never have made it to the front page, much less come to dominate the national political dialogue for months at a time. It is",VP,VP,final,NA,1,Neg,never,NA,NA,VP,VP
464,1994,MAG,Fortune ,"drive, even a TV -- without having to turn your machine off, much less manage all the complex configuration changes that are often now required. Machines officially labeled",VP,VP,final,NA,1,Prep,without,NA,NA,VP,VP
467,1994,MAG,AccentLiving ,"while teaching. Then, when I barely could hold my head up, much less teach (I was running a temperature of 104 degrees), I remembered the",VP,VP,final,NA,1,Adv,barely,NA,NA,VP,VP
468,1994,NEWS,NYTimes ,"after taking the mushrooms that he had not even looked into the Dumpster, much less taken something from it. # He did say, quite nervously, that he",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
470,1994,NEWS,WashPost ,"met Clinton. I have never even met former CIA director William Casey, much less had a relationship "" to represent him in meetings, as the book describes.",VP,VP,final,NA,1,Neg,never,NA,NA,VP,VP
471,1994,NEWS,SanFranChron ,"that I really didn't have the strength or diaphragm to sing anything, much less go up into the highs like I used to. We wheelchaired into the studio",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
474,1994,ACAD,CrossCurrents ,"difficult to assess. It has not yet made inroads among nuclear engineers, much less been tested in the public domain. To some observers it seems wildly fanciful,",VP,VP,final,voice switch in verb,1,Neg,NA,NA,NA,VP,VP
476,1994,ACAD,MusicEduc ,"subject of music. Some teachers are reluctant to sing with their students, much less teach music theory. # But we are not alone in our desire for more",VP,VP,final,NA,1,Adj,reluctant,NA,NA,VP,VP
477,1994,ACAD,LatAmPopScult ,"# Yet Cuba has lost its ability to meet even basic human needs, much less provide sports equipment. Even Fidel, in an act of socialist anthropomorphic license,",VP,VP,final,NA,1,Prag,Adversity,NA,NA,VP,VP
480,1993,SPOK,Ind_Limbaugh ,"n't say Somalia. We can't even manage a city over there, much less try to straighten out a country. (Laughter) LIMBAUGH: We -- virtually ever --",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
486,1993,FIC,HarpersMag ,"repeatedly, but they could hardly get her to come to the phone, much less admit what her intentions were. # In mid-September, two months after returning to",VP,VP,final,NA,1,Adv,hardly,NA,NA,VP,VP
487,1993,FIC,AntiochRev ,"suitably enlarged. But there were no pictures of naked men and women, much less were there pictures of anybody's sexual parts. What I needed to know was",VP,NP,final,ungram,1,Neg,NA,NA,NA,VP,NP
488,1993,MAG,AmSpect ,"Other than Polly's girls, no one even knew who she was, much less had seen her. Izzy went back on the road. He kept his room",VP,VP,final,NA,0,Neg,NA,NA,NA,VP,VP
489,1993,MAG,WashMonth ,"Friday was chilly, Monday was frozen. Nobody would look at me, much less speak. It was a week of staff forums; we met every morning to",VP,VP,final,NA,1,Neg,nobody,NA,NA,VP,VP
491,1993,ACAD,InterAmStud ,"no actor -- of any stripe -- would want to see them diminished, much less destroyed. # E. Conclusions # In this strategic environment of "" unstable peace,",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
493,1993,ACAD,CompIntlDev ,". It can not pass action independent of the interests of the bourgeoisie, much less take action detrimental to their interests, even if such actions would redound to the",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
494,1993,ACAD,LatAmPopScult ,"press announcement or a speech, but probably unable to report a story, much less write a news analysis. I imagine that a reporter like that, who works",VP,VP,final,NA,1,Adj,unable,NA,NA,VP,VP
496,1993,ACAD,Mercury ,"would I get an opportunity to conduct a spectroscopy project I dreamed up, much less use a 60-inch telescope to do it? During the week I spent on Mt",VP,VP,final,NA,0,Ques,NA,NA,NA,VP,VP
497,1992,ACAD,AcademicQs ,", may seem impossible. How could one begin to gather the evidence, much less put it into some sort of quantifiable form? # In fact, a quantitative",VP,VP,final,NA,1,Ques,NA,ambiguous locality,NA,VP,VP
500,1992,ACAD,GeographRev ,"policies, found it difficult to maintain geopolitical doctrine in their institutional cultures, much less give expression to it. The militaries of South America, less secure in their",VP,VP,final,NA,1,Adj,difficult,NA,NA,VP,VP
501,1992,SPOK,ABC_20/20 ,"And before I didn't even want to be in people's lives, much less make a difference in them. But now I do DOWNS Good for Ruby.",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
503,1992,SPOK,NPR_ATC ,"we live all right. I can't imagine providing for somebody else, much less putting them through school, much less putting them through -- we're just talking",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
508,1992,FIC,BkSF:QuantumLeap ,"managed to get permission to have her amusement park open on a Sunday, much less have the grand opening of a new ride. He thought there was something about",VP,NP,final,NA,0,NEC,NA,NA,NA,VP,NP
509,1992,FIC,BkSF:DanceDead ,"frowned to herself. Dumont never introduced a new crewman to the cast, much less encouraged him to mingle with them, as the young man was now doing.",VP,VP,final,NA,1,Neg,never,NA,NA,VP,VP
510,1992,FIC,Mov:PublicEye ,you do don't usually feel the need to rationalize it like you -- much less be celebrated for it. # BERNZY # Nobody does what I do. Bernzy,VP,VP,final,voice switch in verb,1,Neg,NA,NA,NA,VP,VP
512,1992,MAG,HarpersMag ,"trips. The essay question appeared in a language I didn't recognize, much less understand, and in a state of barely suppressed panic I wrote the answer in",VP,VP,final,RC,1,Neg,NA,NA,NA,VP,VP
513,1992,MAG,USAToday ,"the vast majority are Third World nations unable to pay their own bills, much less take over the world. Almost half of all CVD actions have been against countries",VP,VP,final,NA,1,Adj,unable,NA,NA,VP,VP
514,1992,MAG,AmSpect ,"of the cops at the local station will admit that the LAPD failed, much less was ordered by Chief Daryl Gates to withdraw and let the KAs be ravaged.",VP,VP,final,voice switch in verb,1,Verb,fail,NA,NA,VP,VP
515,1992,MAG,MotherJones ,"know how to talk to one another in a truly democratic way anymore, much less do we retain the sense of autonomy and possibility about politics that would give us",VP,VP,final,NA,0,NEC,NA,"do support in remnant, root syntax",NA,VP,VP
516,1992,MAG,RollingStone ,"left uncontained, would have made it impossible for almost anyone to think, much less create. The challenge Spike faced was to listen to all the voices, especially",VP,VP,final,NA,1,Adj,impossible,NA,NA,VP,VP
517,1992,MAG,Ms ,", there were secrets of childhood sexual abuse Woolf couldn't write about, much less make part of a larger movement. What if she had lived in a time",VP,VP,final,RC,1,Neg,NA,NA,NA,VP,VP
518,1992,MAG,Ms ,"are most aware of their families' nutritional needs, are rarely consulted, much less put in charge. If by tradition women and children are expected to eat after",VP,VP,final,pass,1,Adv,rarely,NA,NA,VP,VP
519,1992,MAG,America ,"significant word on abortion and women's equality has not yet been thought, much less said. How do these "" revisionist "" reflections about Roe help in thinking about",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
520,1992,MAG,WashMonth ,"my encounters with voters, few even seemed to know about these polls, much less take an interest in them. Yet almost every time I went to a fundraiser",VP,VP,final,NA,1,Det,few,NA,NA,VP,VP
521,1992,NEWS,NYTimes ,"former Soviet Union are scurrying to put enough rubles together to buy food, much less find time for tennis. # But there are nouveaux riches in Russia and other",VP,VP,final,NA,1,Adj,enough,NA,NA,VP,VP
524,1992,NEWS,CSMonitor ,"McCorquodale says, "" I haven't had time to get over this, much less think who else I might vote for. I want to support Ross Perot.",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
525,1992,NEWS,WashPost ,"the public stage is so brief that most of us never glimpse them, much less get any sense of what sort of people they are; when that moment is",VP,VP,final,NA,1,Neg,never,NA,NA,VP,VP
527,1992,NEWS,WashPost ,"computers, to stay ahead of the newly industrializing nations of East Asia, much less compete with the United States and Japan. # Even in commercial aerospace, the",VP,VP,final,NA,1,NEC,NA,NA,NA,VP,VP
529,1992,NEWS,SanFranChron ,"obsession with sex. We have a hard time talking about sex organs, much less discussing what people do with them. It's odd -- we can show people",VP,VP,final,NA,1,Adj,hard,NA,NA,VP,VP
530,1992,NEWS,SanFranChron ,"water in three of seven years. Hardly enough in fact to profit, much less stay in business. # Harvey ignores the fact that communities and counties will dry",VP,VP,final,NA,1,Adj,hardly,NA,NA,VP,VP
531,1992,NEWS,Chicago ,"the recent stabbing deaths of Israelis by Palestinians, these get no mention, much less are considered an attempt to derail the peace process. It seems only Israel can",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
534,1992,ACAD,CompIntlDev ,"one umbrella. It was far from evident that UNO would even exist, much less offer a viable rallying point against the FSLN. Survey respondents were actually asked about",VP,VP,final,NA,1,Idiom,far from,NA,NA,VP,VP
536,1992,ACAD,LatAmPopScult ,"person who watches telenovelas daily does not usually think in graphs or statistics, much less does he/she watch a telenovela trying to "" see "" a hidden message. People",VP,VP,final,NA,0,Neg,NA,"do support in remnant, root syntax",NA,VP,VP
546,1991,FIC,Bk:RobinHood ,"his family six generations to amass, Allegra could not even see Valerian, much less hear a word of the lively conversation going on between him and the Regent.",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
547,1991,FIC,Mov:JFK ,"would've allowed that limousine to slow down to 10 miles per hour, much less take that unusual curve at Houston and Elm. You would have felt an Army",VP,VP,final,NA,1,NEC,NA,NA,NA,VP,VP
550,1991,MAG,NewRepublic ,"the lower orders of the New Right have been admitted into their club, much less given the run of it. In Texas in 1990 Republican women decided that male",VP,VP,final,pass,1,NEC,NA,NA,NA,VP,VP
551,1991,NEWS,NYTimes ,"with beer that people can't even bear to think about it anymore, much less muster the strength to sob, "" Gee, Ma, ain't there ever",VP,VP,final,NA,0,Neg,NA,NA,NA,VP,VP
552,1991,NEWS,CSMonitor ,"progress in the bilateral talks, these regional issues may not be discussed, much less resolved. 7242 # PRESIDENT Fernando Collor de Mello appears to be having some success",VP,VP,final,pass,1,Neg,NA,NA,NA,VP,VP
553,1991,NEWS,AssocPress ,"decade, but one that some defense attorneys did not even know existed, much less know how to use. # In late February, Maryland's Gov. William",VP,VP,final,"RC, repetition",1,Neg,NA,NA,NA,VP,VP
555,1991,NEWS,AssocPress ,"officers note that Saddam's deadliest ground-support aircraft have yet to be spotted, much less destroyed. French-made Super Frelon helicopters, with Exocet missiles, lurk somewhere in Iraq",VP,VP,final,RC,1,Adj,yet,NA,NA,VP,VP
556,1991,NEWS,USAToday ,"finish anywhere from third to fifth. Few thought they would finish first, much less hold a 13 1/2-game lead this late in the year. # "" Those turmoil",VP,VP,final,NA,1,Det,few,NA,NA,VP,VP
557,1991,NEWS,SanFranChron ,"musical (closing next Sunday) I never much wanted to see again, much less thought I'd like, are smitten by the man and by that most perishable",VP,VP,final,NA,0,Neg,never,NA,NA,VP,VP
558,1991,NEWS,SanFranChron ,"that the measure hasn't got a chance of getting out of committee, much less being approved. # "" After he's elected to the Senate next year it",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
559,1991,ACAD,ForeignAffairs ,"circumstances of the war thus posed a dilemma that Americans never really understood, much less resolved. Success would probably have required the physical annihilation of North Vietnam, but",VP,VP,final,RC,1,Neg,NA,NA,NA,VP,VP
560,1991,ACAD,ForeignAffairs ,"the leadership in Damascus has no incentive to give up anything of importance, much less come to terms with Israel. # 1Two biographies of Assad have recently appeared in",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
561,1991,ACAD,GeographRev ,"the outdated break-of-bulk operations were unable to keep pace with increased plantation production, much less provide a catalyst for a diversified, export-based regional economy. # The persistence of",VP,VP,final,NA,1,Adj,unable,NA,NA,VP,VP
563,1991,ACAD,NaturalHist ,"small head, have gathered enough food in a day to keep alive, much less thrive? Basically, the jaws and teeth were used simply to rake in foliage",VP,VP,final,NA,1,Ques,NA,NA,NA,VP,VP
566,1990,SPOK,CNN_King ,"of really - like one reviewer said I couldn't walk or talk, much less sing, just really nasty reviews. Then I did Taxi Driver KING Terrific movie",VP,VP,final,conj / no conj in remnant,1,Neg,NA,NA,NA,VP,VP
569,1990,SPOK,ABC_Nightline ,"I have the impression that none of our allies were informed of this, much less consulted, that- especially the Arab allies, that it will now be impossible to",VP,VP,final,pass,1,Neg,NA,NA,NA,VP,VP
570,1990,FIC,LiteraryRev ,"with a simple, benevolent world we could never allow ourselves to imagine, much less understand. There were in his vision after all two moons -- a ridiculous sight",VP,VP,final,RC,1,Neg,never,NA,NA,VP,VP
